tack range,  பசை ஒட்டுக்கால நெடுக்கம், 
telethermometer,  தொலைத்தெறுமமானி, தொலைவெப்பநிலை அளவி, 
telethermoscope,  தொலைத்தெறுமநோக்கி, தொலைவெப்பநிலைக் காட்டி, 
teletypesetter,  தொலைஎழுத்துக் கோப்பி, தொலைத்தட்டச்சுமுறை, 
teletypewriter,  தொலைத்தட்டச்சுப்பொறி, 
teletypewriter code,  தொலைத்தட்டச்சுப்பொறிக் குறிமுறை, தொலைத்தட்டச்சுச்சிறப்புக்குறி, 
teletypewriter test tape,  தொலைத்தட்டச்சுச் சோதனை நாடா, 
televise,  ஒளிபரப்பு, 
television antenna,  அலைக்கொடி, தொலைக்காட்சி அலையுணரி, 
television bandwidth,  தொலைக்காட்சிப்பட்டையகலம், தொலைக்காட்சி அலைப் பட்டைஅகலம், 
television broadcast band,  தொலைக்காட்சிப்பரப்புஅலைப்பட்டை, ஒளிபரப்பு அலைப்பட்டை, 
television broadcasting,  தொலைக்காட்சிஒளியொலிபரப்பல், ஒளியலைப் பரப்பல், 
television channel,  தொலைக்காட்சி அலைவரிசை, தொலைக்காட்சிஅலையதர், 
television film scanner,  தொலைக்காட்சிப் படல மேவி, 
television interference,  தொலைக்காட்சிக் குறுக்கீடு, தொலைக்காட்சி - இடையீடு, 
television monitor,  தொலைக்காட்சித் திரை, 
television screen,  தொலைக்காட்சித்திரை, தொலைக்காட்சித் திரை, 
television network,  தொலைக்காட்சி வலையமைப்பு, 
television pickup station,  தொலைக்காட்சி பெறு நிலையம், 
television receiver,  தொலைக்காட்சிஏற்பி, தொலைக்காட்சி அலைவாங்கி, 
television reconnaissance,  தொலைக்காட்சி நோட்ட ஆய்வு, 
television recording,  தொலைக்காட்சிப் - பதிவீடு, தொலைக்காட்சிப் பதிவு, 
television repeater,  தொலைக்காட்சி மீளியக்கி, 
television scanning,  தொலைக்காட்சிவரியோட்டம், தொலைக்காட்சி மேவுதல், 
television signal,  தொலைக்காட்சிஇயல்வுக்குறி, தொலைக்காட்சிக் குறிகை, 
television station,  தொலைக்காட்சிநிலையம், தொலைக்காட்சி நிலையம், 
television studio,  தொலைக்காட்சிக் கூடம், தொலைக்காட்சிஒளியொலிப்பதிவசம், 
television tower,  தொலைக்காட்சிக் கோபுரம், தொலைக்காட்சிக்கோபுரம், 
television transmitter,  தொலைக்காட்சிச் செலுத்தி, தொலைக்காட்சிஊடுசெலுத்தி, 
television tuner,  தொலைக்காட்சி ஒத்தியைவி, 
telewriter,  தொலையெழுதி, தொலைஎழுதி, 
telford pavement,  டெல்போர்டு பாவுதல், 
teller redlich rule,  டெலர் ரெட்லிக் விதி, 
telltale,  பதிவீட்டுக்கருவி, 
telltale compass,  நிலைகாட்டுங்கவராயம்/ கப்பல் மாலுமித் திசைகாட்டி, 
telltale float,  நீர்மட்டஞ்சுட்டி// சேமகலன் நீரளவு மிதவை, 
tellurian,  நிலம் சார்ந்த; நிலவுலகுசார்; நிலத்தில்வாழ்கின்ற; நிலவுலகுசார்ந்த; நிலவுலகவாணர், 
telluric line,  விண்மீன் ஒளி அலைவரி, 
